source;entry_type;document_type;title;authors;year;doi;url;abstract;keywords;journal;booktitle;publisher;pages
ieee;;IEEE Journals;Review of Architectural Patterns and Tactics for Microservices in Academic and Industrial Literature;"G. Marquez; F. Osses; H. Astudillo";2018;10.1109/TLA.2018.8789551;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8789551;Microservices are an emerging trend for development of service-oriented software. This approach proposes to build each application as a collection of small services running on separate process and inter-communicating with lightweight mechanisms. Systematic development of microservices is hampered by the lack of a catalog of emerging recurrent architectural solutions (architectural patterns) and design decisions (architectural tactics). This article describes a systematic review of academic and industrial literature regarding architectural patterns and architectural tactics for microservices. The review yield 44 architectural patterns in academic sources and 74 in industrial ones, as well as a few architectural tactics originally proposed to address related problems. Most architectural patterns and tactics are associated to one of just five quality attributes: scalability, flexibility, testability, performance, and elasticity. Also, most microservices in academic (but not industrial) literature are related to DevOps and IoT. The findings lead to propose a new taxonomy of microservice architectural patterns.;"Architectural patterns;Architectural tactics;Microservices;taxonomy;Systematic literature review;Academy;industry";;IEEE Latin America Transactions;IEEE;
ieee;;IEEE Conferences;DevOps Transformation for Multi-Cloud IoT Applications;"L. Georgeta Guşeilă; D. -V. Bratu; S. -A. Moraru";2019;10.1109/ISSI47111.2019.9043730;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9043730;In the dynamic IoT ecosystem, the fast development of applications is critical to achieve business goals and stay ahead of the competition. DevOps is a software development method that enables enterprises to deliver software product features through process automation, foster team collaboration and increase efficiency in the entire software lifecycle management building the way towards cloudification and enabling digital transformation. Furthermore, DevOps relies on automation in operations through monitoring and measuring the KPIs of a running system. The research presents the role of DevOps in the transformation of the IT Service delivery using a DevOps assessment to establish the maturity of software applications and the adoption of DevOps using the CI/CD) pipeline and automated testing. The paper provides a conceptual view of the CI/CD) pipeline based on agile tool, which will be implemented during future research.;"IoT;DevOps;DevOps Assessment;Software Lifecycle Management;Continuous Integration;Continuous Delivery;Test Automation";;2019 International Conference on Sensing and Instrumentation in IoT Era (ISSI);IEEE;
ieee;;IEEE Conferences;A New Project Management Tool Based on DevSecOps;"K. Zunnurhain; S. R. Duclervil";2019;10.1109/CSCI49370.2019.00049;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9071258;Cyber Security has become an important and crucial part of our society. Software are many times developed with little to no guidelines and security components, costing the quality and security of the software. We investigated on different agile development life-cycle models including: Behavioral Driven Development, Scaled Agile Framework and DevOps and DevSecOps. Eventually, we decided to focus on the DevSecOps development life-cycle model. Different types of DevSecOps models were found and analyzed. The characteristics of each were gathered to develop criteria for a new and effective DevSecOps model. Our results show that the DevSecOps models were more reliable than the previous models. Hence we adapted this model to develop our website to allow more security. All the selected criteria are highlighted and discussed in this study along with the website.;Cyber Security, development models, scalability, DevOps, DevSecOps;;2019 International Conference on Computational Science and Computational Intelligence (CSCI);IEEE;
ieee;;IEEE Journals;Self-Service Cybersecurity Monitoring as Enabler for DevSecOps;"J. Díaz; J. E. Pérez; M. A. Lopez-Peña; G. A. Mena; A. Yagüe";2019;10.1109/ACCESS.2019.2930000;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8766805;Current IoT systems are highly distributed systems that integrate cloud, edge, and fog computing approaches depending on where intelligence and processing capabilities are allocated. This distribution and heterogeneity make development and deployment pipelines very complex and fragmented with multiple delivery endpoints above hardware. This fact prevents rapid development and makes the operation and monitoring of production systems a difficult and tedious task, including cybersecurity event monitoring. The DevSecOps can be defined as a cultural approach to improve and accelerate the delivery of business value by making dev/sec/ops teams' collaboration effective. This paper focuses on self-service cybersecurity monitoring as an enabler to introduce security practices in a DevOps environment. To that end, we have defined and formalized an activity that supports `Fast and Continuous Feedback from Ops to Dev' by providing a flexible monitoring infrastructure so that teams can configure their monitoring and alerting services according to their criteria (you build, you run, and now you monitor) to obtain fast and continuous feedback from the operation and thus, better anticipate problems when a production deployment is performed. This activity has been formalized using the Software & Systems Process Engineering Metamodel by OMG and its instantiation is described through a case study that shows the versioned and repeatable configuration of a cybersecurity monitoring infrastructure (Monitoring as Code) through virtualization and containerization technology. This self-service monitoring/alerting allows breaking silos between dev, ops, and sec teams by opening access to key security metrics, which enables a sharing culture and continuous improvement.;"Cybersecurity;DevSecOps;monitoring as code;self-service monitoring";;IEEE Access;IEEE;
ieee;;IEEE Conferences;Continuous Testing in the Development of IoT Applications;"L. G. Guşeilă; D. -V. Bratu; S. -A. Moraru";2019;10.1109/ISSI47111.2019.9043692;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9043692;Internet-of-Things has evolved with the increased volume of data of interconnecting the physical world to the Internet. Cloud provides the underlying power for IoT to become a disrupting technology, revolutionizing the cloud, as we know it. IoT applications need to adapt frequently and rapidly to new requests. Increasing competition and rapidly changing market needs require from nowadays companies' flexibility and fast time to market of their products. To achieve these goals more and more organizations are relying on new IT technologies and software development processes. Though there are many publications around DevOps as a methodology and the use of a process for continuous integration and continuous development, there are fewer solutions provided which incorporate a software delivery pipeline incorporating all processes: continuous business planning, agile development, continuous integration, continuous deployment and continuous testing. The paper proposes a DevOps architecture and agile tools to be used in the implementation of a fully integrated DevOps pipeline based on open-source. Furthermore, continuous testing is covering test best practices and methods, which along with the DevOps pipeline can be widely implemented in any cloud environment, regardless of the cloud provider chosen.;"IoT;Cloud Computing;Agile Development;DevOps;Continuous Integration;Continuous Development;Continuous Testing;Automated Testing";;2019 International Conference on Sensing and Instrumentation in IoT Era (ISSI);IEEE;
ieee;;IEEE Conferences;Towards Model-Based Continuous Deployment of Secure IoT Systems;"N. Ferry; P. H. Nguyen";2019;10.1109/MODELS-C.2019.00093;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8904644;Software development and delivery of IoT systems would greatly benefit from DevOps as their requirements for reliability, quality, security and privacy are paramount. The ability to continuously evolve these systems to adapt to their environment is decisive to ensure and increase their trustworthiness (including security and privacy) and quality. In particular, there is a need for supporting the continuous deployment of secure IoT systems over IoT, Edge, and Cloud infrastructures. However, our recent survey shows a lack of specific support for deploying security and privacy mechanisms as part of the system. This position paper reports on an on-going extension of the modelling language and models@runtime implementation of the Generation and Deployment of Smart IoT Systems (GeneSIS) tool for supporting continuous deployment of IoT security and privacy mechanisms on the Edge. In particular, we present our early design of the extended version of GeneSIS with the new concepts of port, security capability, and privacy capability.;IoT, DevOps, Deployment, Model-Driven Engineering, model@runtime;;2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C);IEEE;
ieee;;IEEE Conferences;Optimized Activation Function on Deep Belief Network for Attack Detection in IoT;S. K. Sarma;2019;10.1109/I-SMAC47947.2019.9032633;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9032633;This paper mainly focuses on presenting a novel attack detection system to thread out the risk issues in IoT. The presented attack detection system links the interconnection of DevOps as it creates the correlation between development and IT operations. Further, the presented attack detection model ensures the operational security of different applications. In view of this, the implemented system incorporates two main stages named Proposed Feature Extraction process and Classification. The data from every application is processed with the initial stage of feature extraction, which concatenates the statistical and higher-order statistical features. After that, these extracted features are supplied to classification process, where determines the presence of attacks. For this classification purpose, this paper aims to deploy the optimized Deep Belief Network (DBN), where the activation function is tuned optimally. Furthermore, the optimal tuning is done by a renowned meta-heuristic algorithm called Lion Algorithm (LA). Finally, the performance of proposed work is compared and proved over other conventional methods.;"Attack detection;Internet of Things;Proposed Feature Extraction;Classification;Optimization";;2019 Third International conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC);IEEE;
ieee;;IEEE Conferences;A Model-Driven Engineering Framework to Support the Functional Safety Process;"B. Meyers; K. Gadeyne; B. Oakes; M. Bernaerts; H. Vangheluwe; J. Denil";2019;10.1109/MODELS-C.2019.00094;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8904799;The design of safety-related systems traditionally has long and costly development cycles due to the highly manual safety engineering process, which is guided by industry standards. In this paper, we present a modelling framework that supports DevOps principles of continuous testing and fast development iterations for the design of safety-critical systems. We show how modelling can help introducing DevOps in the context of functional safety analysis, and we also report how DevOps was used during the development of the framework.;"devops;safety critical;verification;automotive;iso26262";;2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C);IEEE;
ieee;;IEEE Conferences;A Microservices Platform for Monitoring and Analysis of IoT Traffic Data in Smart Cities;"A. De Iasio; A. Furno; L. Goglia; E. Zimeo";2019;10.1109/BigData47090.2019.9006025;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9006025;The ongoing digitization of cities, enabled by the diffusion of interconnected sensors and devices, makes it possible to continuously collect and analyze huge streams of data at extremely large spatio-temporal scales and fine resolutions. These data can be used to monitor, detect and anticipate different kinds of infrastructure vulnerabilities and anomalies, as well as to implement more personalized services that could improve citizens' life. In this new context, full of opportunities, it is difficult to foresee and develop, in advance, the set of applications and services that can be potentially useful for administrators and citizens to solve the manifold compelling needs a city may have to face. Novel ICT paradigms and technologies can help designing agile, general-purpose smart city platforms aimed at supporting the collection and treatment of large-scale, multi-source (streams of) data and the development of novel applications that could fulfill diverse functional requirements under strict non-functional constraints. This paper presents the reference architecture, a prototype implementation and a city-scale case-study evaluation of PROMENADE, a platform that exploits IoT/Fog/Cloud paradigms, microservices and DevOps infrastructures to guarantee continuous development of robust and reliable applications for real-time monitoring and analysis of traffic data generated by IoT devices in large smart cities. The prototype has been evaluated in a case study concerning the quasi real-time detection of road networks vulnerabilities via centrality measures from on-line traffic conditions, emulated from off-line real datasets available for the city of Lyon, France.;"IoT Platform;Microservices;Smart cities;Traffic monitoring;Resilience";;2019 IEEE International Conference on Big Data (Big Data);IEEE;
ieee;;IEEE Conferences;MQTT-Based Prototype Rover with Vision-As-A-Service (VAAS)in an IoT Dual-Stack Scenario;"G. D. Salazar Ch; C. Venegas; L. Marrone";2019;10.1109/ICEDEG.2019.8734341;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8734341;This research and proof-of-concept paper presents the design and implementation of a wireless local and remote-controlled prototype Rover endowed with live video streaming capability (VAAS - Vision-as-a-Service)using MQTT, one of the most effective protocols in IoT environments. This prototype works under an IPv6 WAN connection to Cloud Computing Services and IPv4 WLAN connectivity for local control. Intelligent and Autonomous transportation systems will contribute significantly to develop Smart-Cities, intelligent logistics scenarios, and unmanned search vehicles for places not suitable for human beings, and that is the importance of the present practical paper, as well as to prove the feasibility of using MQTT through dual-stack IoT scenarios.;"MQTT;Cloud Computing;IoT Prototype Rover;Vision-as-a-Service;Dual-Stack connectivity;DevOps;Python";;2019 Sixth International Conference on eDemocracy & eGovernment (ICEDEG);IEEE;
ieee;;IEEE Conferences;IoT Data Analytics as a Network Edge Service;"L. Sanabria-Russo; D. Pubill; J. Serra; C. Verikoukis";2019;10.1109/INFCOMW.2019.8845207;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8845207;Current IoT trends reveal an increase in computational requirements for data processing. Traditionally, data from sensors was uploaded to compute nodes at a backend cloud. Nevertheless, ever-growing amount of data generated by IoT devices have rendered this option too expensive in terms of network traffic, possibly leading to delays due to bottlenecks. Moreover, even if network connectivity were to be guaranteed, live processing of sensitive data (e.g.: biomedical) at a remote location may not comply with data protection policies. A popular approach tries to circumvent these issues by performing computational operations locally, that is, at the IoT Gateway level. This demo leverages open source lightweight virtualization tools and a container orchestration engine (i.e.: Docker and Ku-bernetes, respectively) in an cluster of IoT devices at the edge of the network, enabling the creation of a distributed pool of computing resources on top of which data analytics algorithms could be deployed, updated, or terminated. This approach guarantees that resource-hungry operations, such as live monitoring and real-time processing of sensitive data, are performed locally, reducing the overall delay and without risking data leaking to the outside world.;"Virtualization;IoT;devOps;edge;container orchestration";;IEEE INFOCOM 2019 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS);IEEE;
ieee;;IEEE Conferences;NOVAAS: A Reference Implementation of Industrie4.0 Asset Administration Shell with best-of-breed practices from IT engineering;"G. di Orio; P. Maló; J. Barata";2019;10.1109/IECON.2019.8927081;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8927081;The fundamental role played by “new technologies” to enhance the manufacturing infrastructure, products and services is confirmed by the strategies, roadmaps and initiatives established by the developed countries such as EU-28, US, China and Japan. Putting the light on Europe, the key priorities for manufacturing are aligned with the Industry 4.0 strategy/program where the proliferation of cyber-physical systems (CPSs) and technologies like predictive data analytics, cloud and edge computing are creating the foundation for smart factory, i.e. the efficient and effective connection between products, processes and their related services. However, even if the smart factory vision is quite clear, in practice, it is still unclear how it can be implemented in a way to allow the transparent data exchange between all the layers of a manufacturing company, as well as, between the manufacturing company and the value chain partners. Within the German Industrie4.0 program, the Asset Administration Shell concept is defined to create a standardized digital representation of the asset while ensuring interoperability between all the applications within the manufacturing ecosystem. In this paper, an implementation of the asset administration shell is provided - also called NOVAAS - based on the deep usage of internet technologies, languages and software engineering techniques and methods (such as DevOps, microservices, continuous integration, etc.). The main goal is to contribute towards a generic and extensible reference implementation of the concept.;"Cyber-physical systems;Industry 4.0;RAMI 4.0;Asset administration shell;interoperability";;IECON 2019 - 45th Annual Conference of the IEEE Industrial Electronics Society;IEEE;
ieee;;IEEE Conferences;Online Power Consumption Estimation for Functions in Cloud Applications;"N. Schmitt; L. Iffländer; A. Bauer; S. Kounev";2019;10.1109/ICAC.2019.00018;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8831214;The growth of cloud services leads to more and more data centers that are increasingly larger and consume considerable amounts of power. To increase energy efficiency, informed decisions on workload placement and provisioning are essential. Micro-services and the upcoming serverless platforms with more granular deployment options exacerbate this problem. For this reason, knowing the power consumption of the deployed application becomes crucial, providing the necessary information for autonomous decision making. However, the actual power draw of a server running a specific application under load is not available without specialized measurement equipment or power consumption models. Yet, granularity is often only down to machine level and not application level. In this paper, we propose a monitoring and modeling approach to estimate power consumption on an application function level. The model uses performance counters that are allocated to specific functions to assess their impact on the total power consumption. Hence our model applies to a large variety of servers and for micro-service and serverless workloads. Our model uses an additional correction to minimize falsely allocated performance counters and increase accuracy. We validate the proposed approach on real hardware with a dedicated benchmarking application. The evaluation shows that our approach can be used to monitor application power consumption down to the function level with high accuracy for reliable workload provisioning and placement decisions.;Energy efficiency, serverless, micro-services, code offloading, DevOps;;2019 IEEE International Conference on Autonomic Computing (ICAC);IEEE;
